FID,x,y,NASIS_Pedo,overstory,undrstry,Overstory,UnderstoryConifer,Oi_cm,Oe_cm,Oa_cm,O_sumthk,epipedon,spod_inten,subgroup,soil_order,tex_fam,drain_cl,series,taxon_type,slope_perc,surf_tex,stoniness,depth_clas,depth_to_r,depth_cm,aspect_deg,hillsl_pos,slope_shp,tip_mnd,mu_sym,area_sym,rainfall_i,bedrock_ge,compnum,aachn,dem10m,downslpgra,eastness,greenrefl,landsatb1,landsatb2,landsatb3,landsatb7,maxc100,maxent,minc100,mirref,ndvi,northeastn,northness,northwestn,planc100,proc100,protection,relpos11,slp50,solar,tanc75
146,-79.726972,38.7315,11WV083MMBMOV005,"PRSE2,ACSA3","FAGR,ACRU",Hardwood,n,2,0,1,3,ochric,0,typic,ultisol,fl,wd,Carrollton,series,23,cnsil,ns,d,200,117,184,backslope,vl,0,BgE,WV603,55,Dch,2,31.6865997,1091.329956,45.6273003,-0.270073,0.103534,0.0726255,0.0564901,0.0334708,0.0451493,0.247514,26.8258991,0.044012,0.121711,0.804061,-0.871799,-0.96284,-0.489863,0.256411,-0.0060262,0.109117,0.480854,22.6438999,1504190,-0.0515992
147,-79.730111,38.731833,12WV083BMSMT029,"PRSE2,FAGR,ACRU,BELE,MAAC",FAGR,Hardwood,n,0.5,2,0,2.5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,11,sil,ns,md,200,73,256,summit,lv,1,BgC,WV603,55,Dch,4,37.4029999,1081.550049,44.0084991,-0.272227,0,0.0774633,0.0583132,0.0301169,0.0430111,0.445294,28.1606007,-0.0167619,0.0349539,0.783325,-0.872893,-0.962233,-0.487911,0.0924278,0.337581,0.0965451,0.710479,16.8274994,1494530,-0.0200715
148,-79.723944,38.732083,12WV083BMSMT031,"PRSE2,BELE,ACSA3,FAGR",FAGR,Hardwood,n,0,0,0,0,ochric,0.5,typic,inceptisol,l-sk,wd,Mandy,series,24,sil,ns,md,200,77,326,summit,vv,1,BgC,WV603,55,Dch,4,83.3386002,1124.119995,56.1888008,-0.954355,0.0628502,0.0726255,0.0601362,0.0351477,0.0451493,0.218396,28.2917004,0.0833996,0.0544742,0.767681,-0.463641,0.298674,0.886023,0.181481,0.131669,0.0477474,0.71618,15.5452995,1372790,-0.0245566
149,-79.759145,38.732876,10WV075SLROV012,"PRSE2,ACSA3,FAGR","PIRU,FAGR",Hardwood,y,2,1,0,3,ochric,1,spodic,inceptisol,cl,wd,Mandy,taxadjunct,17,sil,ns,md,200,60,247,shoulder,ll,0,MfE,WV075,55,Dhs,4,42.8639984,1052.51001,70.4802017,-0.674627,0.0813428,0.0758507,0.0619593,0.0334708,0.0472875,0.0103407,17.4566994,-0.0248875,0.141231,0.782671,-0.99899,-0.738158,-0.0449272,0.0092683,-0.015961,0.0809824,0.483721,16.1639004,1450870,-0.0025154
150,-79.718861,38.7325,11WV083MMBMOV006,"PRSE2,FAGR,ACSA3",FAGR,Hardwood,n,2,0,2,4,ochric,2,--,spodosol,cl,wd,Wildell,taxadjunct,10,sil,ns,md,200,91,--,shoulder,vl,0,BgC,WV603,55,Dch,3,58.7476997,1104.75,53.2574005,0.963606,0.0166187,0.0742381,0.0583132,0.0385015,0.053702,0.716235,24.0828991,0.250655,0.119542,0.739635,0.492344,-0.267328,-0.8704,0.660127,0.318772,0.0380006,0.962793,9.1620197,1457520,-0.0862604
151,-79.734722,38.733295,12WV083MMBM011,"BEALA,ACSA3,ACRU","FAGR,ACPE,ACRU,TSCA",Hardwood,y,5,3,0,8,umbric,0,typic,inceptisol,l-sk,wd,Mandy,series,62,cnsil,ns,md,200,100,263,backslope,lv,0,BgF,WV603,55,Dch,4,45.8833008,1044.099976,23.7371006,0.0656794,0.0536039,0.0758507,0.0546671,0.0301169,0.0365966,0.706254,8.6120996,-0.263887,0.110866,0.823277,0.752022,0.997841,0.659138,0.425329,0.143023,0.148486,0.570875,33.3235016,1110980,-0.121518
152,-79.717611,38.736528,11WV083MMBMOV007,"PRSE2,ACSA3,FRAM2","ACSA3,FAGR",Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,cl,wd,Mandy,taxadjunct,20,grvsil,ns,sh,200,39,122,shoulder,vl,0,BgC,WV603,55,Dch,4,77.7724991,1097.51001,34.4678993,0.966819,0.103534,0.0758507,0.0583132,0.0334708,0.0430111,0.604918,20.9015999,-0.218918,0.158583,0.753818,0.503007,-0.255462,-0.864282,-0.175546,0.616641,0.0956087,0.882784,19.2446003,1389670,0.0361044
153,-79.738694,38.737055,11WV083MMBMOV008,"PRSE2,BEALA,ACSA3","FAGR,PIRU",Hardwood,y,0,0,0,0,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,23,sil,ns,md,200,86,262,backslope,vl,0,BgF,WV603,55,Dch,4,29.3761005,1020.940002,36.5863991,-0.836429,0.0998353,0.0742381,0.0583132,0.0334708,0.0515639,0.08625,9.6382999,-0.118808,0.173765,0.794889,-0.978993,-0.548076,0.203892,-0.0106838,-0.243912,0.173905,0.397654,27.1755009,1426500,0.0025556
154,-79.7116,38.740729,12WV083MMBM012,"PRSE2,ACRU,FAGR","ACPE,PRSE2,ACRU,PRSE2",Hardwood,n,5,3,5,13,ochric,2,--,spodosol,l-sk,wd,Wildell,series,18,sil,ns,md,200,75,120,shoulder,vv,0,BgE,WV603,55,Dch,3,78.3013,1058.199951,29.6441994,0.766958,0.075795,0.0839136,0.0601362,0.0385015,0.0579784,0.200769,11.5942001,-0.227118,0.154245,0.814641,0.0885749,-0.641698,-0.996069,-0.186846,0.172331,0.12148,0.619192,28.8390007,1455150,0.0563215
155,-79.726138,38.740945,11WV083MMBMOV009,"ACSA3,PRSE2,FAGR",FAGR,Hardwood,n,3,2,0,5,ochric,1,spodic,inceptisol,cl,wd,Mandy,taxadjunct,45,cnvsil,ns,md,200,89,145,shoulder,vv,0,BgF,WV603,55,Dch,4,48.0920982,1017.450012,20.9134007,0.649763,0.0055232,0.0742381,0.0637823,0.0351477,0.0494257,0.304634,11.2819996,0.0281565,0.104359,0.827276,-0.078044,-0.760137,-0.99695,0.0656171,0.354627,0.159771,0.655148,42.5708008,1477490,-0.02435
156,-79.736139,38.744889,11WV083MMBMOV010,"PRSE2,ACSA3",FAGR,Hardwood,n,1,0,21,22,folistic,0,typic,inceptisol,cl,wd,Mandy,taxadjunct,31,sil,ns,md,200,95,24,backslope,vv,0,BgF,WV603,55,Dhs,4,37.2715988,1051.469971,36.3963013,-0.703953,0.0554531,0.0774633,0.0583132,0.0317938,0.0451493,0.0302783,12.0930996,-0.0072028,0.113035,0.817503,-0.99999,-0.710247,-0.0044546,0.0198128,0.0075092,0.121489,0.527629,27.7374992,1468460,-0.0013578
157,-79.702586,38.744789,12WV083MMBM013,"PRSE2,ACSA3","ACPE,FAGR",Hardwood,n,3,2,0,5,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,25,cnsil,stv,md,200,74,328,backslope,lv,0,BgF,WV603,53,Dch,4,33.6903,1024.420044,24.3171997,-0.653223,0.1886,0.0710129,0.052844,0.02844,0.040873,-0.0096792,8.3099003,-0.398078,0.230157,0.815687,0.0734936,0.757166,0.997296,-0.334096,-0.0715205,0.192191,0.445132,35.1898003,1177430,0.109484
158,-79.72468,38.74556, ,"PRSE2,MAFR,ACRU,PIRU,TSCA","PIRU,ACRU,TSCA,FAGR, SMILA2",Mixed,y,0,0,9,9,ochric,2,--,spodosol,l-sk,wd,Wildell,series,21,cnl,ns,md,200,52,210,shoulder,lc,2,BgD,WV603,55,Dch,3,48.7929001,1050.839966,53.5682983,-0.766484,0.0480561,0.0742381,0.0546671,0.0267631,0.040873,0.0887882,10.0073996,-0.314651,0.100022,0.804061,-0.996135,-0.642263,0.0878341,-0.183557,0.041836,0.114841,0.575404,23.3831997,1478360,0.0565377
159,-79.723834,38.746805, ,"PRSE2,MAFR,ACRU,ASCA3",--,Hardwood,n,1,1,1,3,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,9,sil,ns,md,200,60,190,summit,ll,2,BgC,WV603,55,Dch,4,67.4578018,1077.130005,71.3672028,-0.483658,0.0351113,0.0758507,0.0564901,0.0401785,0.0515639,0.234179,20.2178993,0.0261932,0.117373,0.790738,-0.960897,-0.875257,-0.276905,0.0844686,0.176224,0.0369024,0.814887,8.9404402,1451980,-0.0072226
160,-79.7023,38.748221,12WV083MMBM014,"MAFR,PRSE2,BEALA,ACRU",FAGR,Hardwood,n,5,5,5,15,folistic,2,--,spodosol,l-sk,wd,Wildell,series,28,cnvsil,ns,md,200,78,330,backslope,vv,0,BgF,WV603,53,Dch,3,45.3126984,1022.26001,21.0144997,-0.183637,0.0628502,0.0710129,0.0546671,0.0317938,0.0365966,0.594138,11.6492004,0.0423836,0.0805013,0.765779,0.565226,0.982994,0.824936,0.118769,0.700585,0.187687,0.784113,44.6926003,1006960,-0.0149402
161,-79.73881,38.74868,12WV083MMDM001,"PRSE2,FAGR,ACSA3",FAGR,Hardwood,n,2,0,0,2,ochric,0.5,typic,inceptisol,l-sk,wd,Paddyknob,series,5,sl,stv,md,200,81,20,summit,ll,2,DrE,WV603,55,Dhs,1,83.1732025,1071.689941,57.2304001,0.323047,0.0961368,0.0774633,0.0564901,0.02844,0.0472875,0.460501,3.9597001,-0.051342,0.152076,0.771334,0.897622,0.946383,0.440766,-0.0352752,0.455687,0.0275543,0.770452,3.8115599,1401370,0.0013652
162,-79.716614,38.748511, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,0,typic,inceptisol,--,wd,Mandy,series,0,--,ns,md,200,76,--,summit,--,0,BgC,WV603,55,Dch,4,75.5602036,1074.51001,73.3091965,0.471283,0.0425083,0.0710129,0.052844,0.0334708,0.0451493,0.229912,27.4808006,0.158041,0.0978527,0.813777,-0.290405,-0.881982,-0.956904,0.224509,0.207912,0.0251129,0.939432,6.8316998,1433170,-0.0139483
163,-79.716841,38.74872, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1,spodic,inceptisol,--,wd,Mandy,taxadjunct,0,--,ns,md,200,76,--,summit,--,1,BgC,WV603,55,Dch,4,73.2213974,1075.900024,69.9339981,-0.763018,0.033262,0.0758507,0.0546671,0.0351477,0.0472875,0.415495,19.5898991,0.318978,0.0783324,0.811983,-0.0824828,0.646377,0.996592,0.370745,0.288382,0.0145983,0.997858,3.19928,1381790,-0.0105482
164,-79.717425,38.748853, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,0.5,aquic,ultisol,--,mwd,Simoda,taxadjunct,0,--,ns,md,43,76,--,summit,--,1,BgC,WV603,55,Dch,8,66.2647018,1072.76001,78.6606979,-0.999718,0.0092217,0.0710129,0.0637823,0.0317938,0.0472875,0.32194,21.9706001,-0.206043,0.0761635,0.789341,-0.690132,0.0237295,0.723684,0.182586,-0.0171733,0.0280602,0.814507,1.67176,1387280,-0.0062135
165,-79.715144,38.748999, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1,spodic,inceptisol,--,wd,Mandy,taxadjunct,0,--,ns,md,200,76,--,summit,--,0,BgC,WV603,55,Dch,4,82.1304016,1067.479981,72.6994019,0.23872,0.0813428,0.0726255,0.0546671,0.0317938,0.053702,0.126871,21.0916004,-0.171431,0.149907,0.810116,-0.51786,-0.971088,-0.855465,-0.125584,0.116719,0.0463872,0.813804,9.3591499,1454790,0.0153287
166,-79.71802,38.749067, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,0.5,typic,inceptisol,--,wd,Mandy,series,0,--,ns,md,200,76,--,summit,--,1,BgC,WV603,55,Dch,4,64.5255966,1073.969971,80.4757996,0.997494,0.0554531,0.0790758,0.052844,0.0385015,0.0494257,0.308051,21.2859001,-0.0580046,0.145569,0.788744,0.755361,0.0707464,-0.655308,0.179304,0.0713863,0.0312946,0.735637,5.13412,1402890,-0.0111998
167,-79.718142,38.749284, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1,aquic,ultisol,--,mwd,Simoda,taxadjunct,0,--,ns,md,43,76,--,summit,lc,1,BgC,WV603,55,Dch,8,64.1140976,1074.400024,57.6203003,0.959119,0.0776443,0.0726255,0.052844,0.0334708,0.0515639,0.267406,19.1483994,-0.12255,0.173765,0.829479,0.878313,0.283002,-0.478086,0.0260318,0.139118,0.0387987,0.738312,7.9544401,1401080,-0.0001471
168,-79.716001,38.749315, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1,spodic,inceptisol,--,wd,Mandy,taxadjunct,0,--,ns,md,200,76,--,summit,--,1,BgC,WV603,55,Dch,4,67.3553009,1069.849976,46.0565987,-0.30859,0.142368,0.0710129,0.0583132,0.02844,0.0430111,0.45045,11.7329998,-0.0472999,0.221481,0.792784,0.454386,0.951195,0.890805,-0.0136498,0.44114,0.0422598,0.830296,10.8374996,1348400,0.002678
169,-79.716139,38.749344, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1.5,--,spodosol,--,wd,Wildell,series,0,--,ns,md,200,76,--,summit,--,1,BgC,WV603,55,Dch,3,65.6408005,1069.849976,43.1296997,-0.332009,0.033262,0.0710129,0.0583132,0.02844,0.0430111,0.449416,11.7329998,0.0181038,0.0783324,0.814154,0.432226,0.943276,0.901765,0.023228,0.443774,0.0426873,0.832168,13.6297998,1340710,-0.0067134
170,-79.718382,38.749404, ,clearcut area,--,Hardwood,n,0,0,0,0,ochric,1,spodic,inceptisol,--,wd,Mandy,taxadjunct,0,--,ns,md,200,76,--,summit,ll,2,BgC,WV603,55,Dch,4,65.6514969,1075.76001,65.1143036,0.985801,0.125725,0.0726255,0.052844,0.0334708,0.0515639,0.204012,19.8614006,-0.121087,0.197623,0.806939,0.578332,-0.167919,-0.815802,0.0293925,0.0475644,0.0404817,0.717618,7.2905502,1398850,-0.0015989
171,-79.738896,38.750995,12WV083MMDM003,"PRSE2,FAGR,ACSA3","FAGR,ACPE",Hardwood,n,2,8,0,10,ochric,0.5,typic,ultisol,fl,wd,Kinzua,series,40,l,stv,vd,200,160,36,backslope,lv,3,DbF,WV603,55,Dhs,6,51.0788994,1012.640015,17.6826,0.733952,0.0776443,0.0758507,0.0564901,0.0334708,0.0515639,0.609105,2.9126,0.17128,0.100022,0.767681,0.99925,0.679201,-0.0387132,0.676278,0.105327,0.196284,0.504759,54.1529007,1042010,-0.380839
172,-79.706674,38.754712,12WV083MMBM007,"FAGR,PRSE2,BEALA,ACRU",FAGR,Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,0,sil,stv,d,200,106,--,backslope,lv,0,BgF,WV603,53,Dch,4,36.7254982,977.7650146,18.7007008,-0.981196,0.0425083,0.0726255,0.0583132,0.0301169,0.0472875,0.0594826,2.4013,0.0047091,0.089177,0.793276,-0.557334,0.193013,0.830289,0.0618379,-0.0216305,0.19822,0.473479,54.6643982,1168260,-0.0475876
173,-79.713705,38.755395,12WV083MMBM001,"PRSE2,ACRU,MAAC,PRSE2","FAGR,AMARA4",Hardwood,n,0,4,0,4,ochric,0,typic,ultisol,fl,wd,Kinzua,series,0,sil,stv,d,200,137,--,backslope,lc,0,BgE,WV603,53,Dch,6,32.8558006,974.3759766,76.1542969,0.0190076,0.11278,0.0790758,0.0601362,0.0351477,0.0579784,-0.221952,6.1437998,-0.534267,0.193285,0.835182,-0.693536,-0.999819,-0.720422,-0.233627,-0.408333,0.213568,0.388017,23.5337009,1473240,0.0613902
174,-79.734461,38.755862,12WV083MMDM004,"FAGR,ACSA3,PRSE2",FAGR,Hardwood,n,2,0,0,2,ochric,0.5,typic,ultisol,fl,wd,Carrollton,series,25,sil,ns,md,200,80,20,shoulder,ll,2,DbC,WV603,53,Dhs,2,74.6031036,1080.280029,37.3119011,-0.650281,0.0203172,0.0726255,0.0564901,0.0385015,0.0494257,0.136176,16.5620995,-0.193515,0.0913459,0.806331,-0.997002,-0.759694,-0.0773705,-0.181319,0.123953,0.0848961,0.607227,23.8771,1478510,0.0371698
175,-79.740881,38.759644,12WV083MMDM005,"PRSE2,FRAM2,BELE","ACSA3,ACSP2,FAGR",Hardwood,n,0,3,0,3,ochric,0.5,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,62,cnsil,stx,md,200,72,22,backslope,lv,2,DbF,WV603,55,Dhs,4,23.6833,956.2709961,24.4783001,-0.377044,0,0.0742381,0.0601362,0.0334708,0.0430111,0.376338,2.2973001,-0.186737,0.0132646,0.793276,0.388303,0.926195,0.921532,0.282094,0.0086364,0.225237,0.515753,38.8055,1033630,-0.0699701
176,-79.738996,38.760197,12WV083MMDM006,"MAFR,PRSE2,BELE",FAGR,Hardwood,n,1,0,0,1,ochric,1,spodic,inceptisol,cl,wd,Mandy,taxadjunct,33,cnl,stv,d,200,93,301,backslope,ll,1,DbF,WV603,53,Dhs,4,38.2010002,982.8900146,28.1319008,-0.96512,0.175655,0.0710129,0.051021,0.0334708,0.0430111,0.0150797,4.5004001,-0.0288218,0.230157,0.801039,-0.49732,0.261809,0.867567,-0.0050912,0.0154592,0.17189,0.493964,35.8156013,1258020,0.01056
177,-79.714282,38.76006,12WV083MMBM002,"ACRU,PRSE2,FAGR","FAGR,ACRU",Hardwood,n,1,3,0,4,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,42,cnsil,stx,md,200,85,220,backslope,vv,1,BgE,WV603,53,Dch,4,23.7176991,984.4290161,27.0984993,-0.193854,0.0665487,0.0790758,0.0601362,0.0418554,0.0515639,0.206093,4.8354001,-0.0386915,0.134724,0.814751,-0.830767,-0.98103,-0.556621,0.176206,0.0021624,0.187637,0.531897,36.9814987,1515450,-0.0771775
178,-79.732943,38.760379,12WV083MMDM002,"PRSE2,FAGR,MAFR","FAGR,BELE",Hardwood,n,0,0,0,0,ochric,2,--,spodosol,l-sk,wd,Wildell,series,32,hol,stx,d,200,113,300,backslope,ll,2,DbE,WV603,53,Dhs,3,56.9547005,1034.030029,35.8606987,-0.806356,0.0166187,0.0742381,0.0546671,0.0301169,0.040873,-0.0922102,7.5727,-0.261288,0.0653188,0.759865,-0.151981,0.59143,0.988383,-0.242534,-0.113852,0.169465,0.509675,31.7702007,1206300,0.0816331
179,-79.740875,38.760943,12WV083MMDM007,"PRSE2,BEALA,ACRU","FAGR,ACSA3,PIRU",Hardwood,y,3,2,0,5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,24,cnsil,stv,d,200,110,338,backslope,vl,2,DbF,WV603,55,Dhs,4,14.9427004,931.1439819,33.1403008,-0.91945,0.0351113,0.0742381,0.0564901,0.0334708,0.040873,0.650699,4.7497001,0.0148652,0.060981,0.798041,-0.372114,0.393208,0.928187,0.681497,0.0421789,0.19374,0.534443,31.1457996,1273900,-0.175978
180,-79.711022,38.760734,11WV083MMBMOV021,"PRSE2,FAGR,ACSA3",FAGR,Hardwood,n,0,2,0,2,ochric,1,spodic,inceptisol,l-sk,wd,Mandy,taxadjunct,40,cnsil,ns,md,200,95,19,backslope,lv,0,BgE,WV603,53,Dch,4,59.3418007,985.0089722,36.3238983,0.119024,0.125725,0.0742381,0.0656054,0.0435323,0.0558402,0.430987,5.2729001,0.0404135,0.208468,0.785036,-0.617915,-0.992891,-0.786245,0.46224,0.027868,0.154717,0.499847,27.2362995,1504520,-0.121863
181,-79.710797,38.760805,12WV083MMBM005,"PRSE2,ACRU","FAGR,ACPE",Hardwood,n,3,0,0,3,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,30,sil,ns,md,200,65,160,backslope,lv,2,BgE,WV603,53,Dch,4,62.9285011,987.2529907,26.7922993,0.427287,0.075795,0.0790758,0.0601362,0.0418554,0.0643929,0.529426,5.7309999,0.0936645,0.16292,0.814153,-0.337166,-0.904116,-0.941445,0.51767,0.106441,0.12903,0.526766,30.7087994,1493470,-0.176581
182,-79.692157,38.760809,12WV083MMBM015,"PRSE2,TIAM,ACSA3","BEALA,ACSA3,FAGR",Hardwood,n,3,1,0,4,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,45,cnsil,ns,d,200,125,300,backslope,cc,0,BgF,WV603,53,Dch,4,24.5263996,1017.530029,19.4603996,0.0172981,0,0.0694003,0.0564901,0.0317938,0.0365966,-0.0562701,2.6370001,-0.303896,0.0089268,0.782335,0.719232,0.99985,0.69477,-0.219377,-0.153367,0.225585,0.442362,47.0657997,959277,0.108823
183,-79.717185,38.761873,12WV083MMBM003,"PRSE2,MAFR,ACRU","MAFR,FAGR,ACRU",Hardwood,n,1,3,0,4,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,37,hosil,stv,md,200,77,278,backslope,ll,1,BgE,WV603,53,Dch,4,36.4692001,1026.380005,46.1757011,-0.958066,0.0480561,0.0742381,0.0583132,0.0317938,0.0430111,0.0570813,6.8269,-0.283615,0.089177,0.830859,-0.880077,-0.286549,0.47483,0.0441027,-0.252138,0.154425,0.416094,29.1058998,1384200,-0.0279708
184,-79.731036,38.762262,12WV083MMDM008,"MAFR,PRSE2,ACSA3",FAGR,Hardwood,n,2,0,10,12,ochric,2,--,spodosol,l-sk,wd,Wildell,series,26,cnsil,st,md,200,72,260,backslope,vl,1,DbC,WV603,53,Dhs,3,81.4373016,1059.880005,43.9608994,-0.906215,0.0425083,0.0806884,0.0583132,0.0351477,0.0387348,0.468771,18.6305008,0.0702066,0.0457985,0.805355,-0.939769,-0.422817,0.34181,0.372954,0.142969,0.076944,0.707033,18.1156006,1402840,-0.0603874
185,-79.709737,38.763144,12WV083MMBM004,"ACSA3,PRSE2,TIAM,FRAM2","ACSA3,FAGR",Hardwood,n,2,0,0,2,ochric,0,typic,ultisol,fl,wd,Kinzua,series,0,sil,stx,d,200,137,--,backslope,ll,3,BgF,WV603,53,Dch,6,100.1650009,1018.909973,22.7478008,0.97222,0.103534,0.0774633,0.0619593,0.0334708,0.0601166,0.282109,3.9254999,-0.0029957,0.182441,0.824937,0.521955,-0.234067,-0.852973,0.317287,0.0598424,0.163966,0.528383,45.5467987,1305780,-0.135319
186,-79.708209,38.763342,11WV083MMBMOV023,"PRSE2,BELE,ACSA3,PRSE2","ACSA3,FAGR",Hardwood,n,2,0,0,2,ochric,0,typic,inceptisol,fl,wd,Kinzua,taxadjunct,0,cnsil,stv,d,200,102,--,footslope,vv,0,BgF,WV603,53,Dch,6,48.3194008,959.8850098,21.6415997,0.999569,0.090589,0.0758507,0.0656054,0.0334708,0.0558402,-0.0192374,4.5335999,-0.352662,0.182441,0.836885,0.686036,-0.0293688,-0.727567,-0.322928,-0.0141308,0.207322,0.48026,47.3852997,1281120,0.165181
187,-79.711432,38.764928,12WV083MMBM006,"FAGR,BEALA,ACRU,PRSE2",FAGR,Hardwood,n,5,0,0,5,ochric,1,spodic,inceptisol,fl,wd,Mandy,taxadjunct,0,sil,stv,md,200,96,--,backslope,--,0,BgF,WV603,53,Dch,4,53.0334015,983.9890137,15.2444,0.339404,0.0739457,0.0710129,0.0546671,0.0334708,0.0344584,-0.0039237,1.4934,-0.161981,0.0805013,0.763525,0.905128,0.940641,0.425139,-0.351089,0.0330276,0.232842,0.468895,61.2116013,893458,0.105091
188,-79.708143,38.765635,11WV083MMBMOV024,"PRSE2,PRSE2,BELE,TSCA","FAGR,ACSA3",Mixed,n,1,0,0,1,ochric,0,typic,inceptisol,fl,wd,Mandy,taxadjunct,55,cnsil,stv,d,200,115,1,backslope,lv,0,BgF,WV603,55,Dch,4,15.0936003,932.0009766,21.8096008,0.434285,0.166409,0.0726255,0.0583132,0.0317938,0.0365966,0.497739,3.9409001,-0.324808,0.280042,0.778848,0.94403,0.900776,0.32986,0.539708,-0.5775,0.255362,0.273532,52.3995018,947701,-0.25702
189,-79.664416,38.772527,12WV603MMDM305,"PRSE2,BELE,ACRU","MAFR,FAGR",Hardwood,n,2,0,0,2,ochric,2, ,spodosol,cl,wd,Wildell,taxadjunct,27,l,stv,md,200,92,195,shoulder,vl,1,DrF,WV083,53,Dhs,3,34.9075012,979.1690063,29.6266994,-0.0958617,0.153464,0.0726255,0.0583132,0.0351477,0.053702,0.0805512,12.3539,-0.0503501,0.214975,0.826188,-0.771633,-0.995395,-0.636069,-0.0285512,0.0751018,0.147861,0.586112,32.1100998,1510370,0.0119682
190,-79.674778,38.773,12WV603MMDM307,"ACSA3,FAGR,PRSE2","FAGR,ACPE",Hardwood,n,0,3,0,3,ochric,0,typic,ultisol,fl,wd,Carrollton,series,45,cnsil,stv,md,200,56,37,backslope,vv,2,DrF,WV083,53,Dhs,2,73.7671967,1082.810059,30.7542,0.965724,0.0369606,0.0742381,0.0564901,0.0368246,0.0430111,0.061524,5.1665001,-0.157598,0.102191,0.728388,0.866416,0.259571,-0.499324,-0.100794,0.0773537,0.127585,0.576306,32.0485001,1306200,0.0528274
191,-79.680343,38.773158,12WV083MMBM016,"PRSE2,ACSA3,MAFR",FAGR,Hardwood,n,3,0,0,3,ochric,0,typic,inceptisol,l-sk,wd,Mandy,series,21,cnsil,st,md,200,65,192,backslope,lv,0,BgF,WV603,53,Dch,4,62.0183983,1059.98999,31.7199001,-0.96023,0.0406591,0.0758507,0.0564901,0.0317938,0.0494257,0.0156008,11.5422001,-0.0958578,0.104359,0.802571,-0.876419,-0.279211,0.481549,-0.0303887,-0.0428669,0.129892,0.483301,33.0071983,1396180,0.0017103
192,-79.655333,38.772889,12WV603MMDM303,"PRSE2,ACRU,BELE","FAGR,BELE",Hardwood,n,4,1,0,5,ochric,1.5,spodic,inceptisol,l-sk,wd,Mandy,series,50,cnsil,stx,d,200,100,285,footslope,lv,1,DrF,WV083,53,Dhs,4,18.9346008,928.5570068,18.4447002,-0.888996,0.0536039,0.0710129,0.049198,0.0250861,0.0365966,0.103437,9.5303001,0.005999,0.0718256,0.747367,-0.304825,0.457915,0.952409,0.099634,-0.081889,0.217621,0.355231,55.0747986,1093150,-0.0034975
193,-79.662,38.773361,12WV603MMDM304,"ACRU,ACSA3,PRSE2,BELE","FAGR,ACPE",Hardwood,n,3,0,0,3,ochric,0,typic,ultisol,fl,wd,Carrollton,series,51,cnsil,stv,md,200,85,58,backslope,ll,2,DrF,WV083,53,Dhs,2,32.5363998,968.3200073,22.5473003,0.770547,0.0425083,0.0758507,0.0564901,0.0334708,0.0451493,0.34347,2.2286999,-0.0561225,0.0978527,0.767704,0.995557,0.637383,-0.0941593,0.0521173,0.28858,0.18848,0.590532,45.1721992,1107540,0.0063798
194,-79.671722,38.773611,12WV603MMDM306,"ACRU,PRSE2,BELE,MAAC",FAGR,Hardwood,n,0,3,0,3,ochric,0,typic,inceptisol,l-sk,wd,Macove,series,28,cnsil,stx,vd,200,160,214,footslope,ll,1,DrF,WV083,53,Dhs,6,8.6251802,1010.900024,36.4846992,-0.0163337,0.0868905,0.0758507,0.0601362,0.0385015,0.0515639,0.156331,13.5741997,-0.271448,0.197623,0.829479,-0.71856,-0.999867,-0.695465,-0.0170989,-0.314648,0.202243,0.365456,29.3236008,1500590,-0.0074612
195,-79.658666,38.775305,12WV603MMDM302,"PRSE2,ACSA3,ACRU","FAGR,ACSA3",Hardwood,n,2,0,0,2,ochric,0,typic,ultisol,fl,wd,Kinzua,series,37,l,stv,d,200,92,115,backslope,lc,2,DrF,WV083,53,Dhs,6,35.1405983,953.8889771,30.8015995,0.988492,0.068398,0.0742381,0.0601362,0.0351477,0.0558402,0.0655669,7.1059999,-0.106569,0.139062,0.792784,0.592005,-0.151273,-0.805934,0.0504498,-0.117124,0.171225,0.462098,34.4723015,1341840,-0.0208411
